               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,             0.12803,            0.056093,           0.0090505,             0.51758,             0.30562,             0.29979,             0.12343,              0.1168,            0.037755,            0.013761,           0.0083467,           0.0083467,           0.0083467
                 169,             0.12808,             0.05518,           0.0094659,             0.50949,             0.30916,             0.30025,             0.12363,             0.11677,            0.037752,            0.013738,           0.0083368,           0.0083368,           0.0083368
                 170,             0.12862,            0.055677,            0.009043,             0.51921,             0.30742,             0.30101,             0.12368,             0.11674,            0.037772,            0.013725,           0.0083269,           0.0083269,           0.0083269
                 171,             0.12772,              0.0553,           0.0090221,             0.52004,             0.30724,             0.30124,             0.12374,             0.11671,            0.037779,            0.013707,            0.008317,            0.008317,            0.008317
                 172,             0.12841,            0.056099,           0.0088589,              0.5273,             0.30505,             0.30153,             0.12399,             0.11668,            0.037767,            0.013686,           0.0083071,           0.0083071,           0.0083071
                 173,             0.12796,            0.055718,           0.0091267,             0.55085,              0.3001,             0.30236,             0.12443,             0.11665,            0.037772,            0.013671,           0.0082972,           0.0082972,           0.0082972
                 174,             0.12801,            0.056347,           0.0089481,              0.5517,             0.30081,             0.30269,              0.1242,             0.11662,            0.037769,            0.013662,           0.0082873,           0.0082873,           0.0082873
                 175,             0.12768,            0.055848,            0.009058,             0.55462,             0.30024,             0.30292,             0.12432,              0.1166,            0.037807,            0.013655,           0.0082774,           0.0082774,           0.0082774
                 176,              0.1275,            0.055834,           0.0089946,             0.55657,             0.29987,             0.30332,              0.1247,             0.11657,            0.037802,            0.013644,           0.0082675,           0.0082675,           0.0082675
                 177,             0.12794,            0.055778,           0.0090786,             0.55939,             0.29959,             0.30343,              0.1251,             0.11654,            0.037819,            0.013648,           0.0082576,           0.0082576,           0.0082576
                 178,             0.12821,            0.055284,           0.0089279,             0.56293,             0.30021,              0.3039,             0.12508,              0.1165,             0.03781,            0.013631,           0.0082477,           0.0082477,           0.0082477
                 179,             0.12816,            0.056236,           0.0088052,             0.57147,             0.29829,             0.30419,             0.12503,             0.11647,            0.037828,            0.013631,           0.0082378,           0.0082378,           0.0082378
                 180,             0.12853,            0.055285,           0.0094603,             0.54631,             0.30578,             0.30422,             0.12539,             0.11644,            0.037837,            0.013659,           0.0082279,           0.0082279,           0.0082279
                 181,             0.12823,            0.055953,           0.0091433,             0.55411,             0.30501,              0.3049,             0.12575,             0.11643,            0.037859,            0.013708,            0.008218,            0.008218,            0.008218
                 182,             0.12783,            0.055354,           0.0089295,             0.55561,             0.30471,             0.30514,               0.126,              0.1164,            0.037889,            0.013724,           0.0082081,           0.0082081,           0.0082081
                 183,              0.1278,            0.055821,           0.0089277,             0.55643,             0.30451,             0.30558,             0.12606,             0.11637,            0.037902,            0.013733,           0.0081982,           0.0081982,           0.0081982
                 184,             0.12823,            0.056499,            0.010256,             0.55055,             0.30578,             0.30625,             0.12624,             0.11635,            0.037887,            0.013727,           0.0081883,           0.0081883,           0.0081883
                 185,             0.12792,            0.054745,           0.0091961,             0.54531,             0.30809,             0.30625,             0.12619,             0.11633,             0.03792,            0.013718,           0.0081784,           0.0081784,           0.0081784
                 186,             0.12852,            0.056389,            0.009458,             0.54996,             0.30803,             0.30657,              0.1265,             0.11631,            0.037925,            0.013701,           0.0081685,           0.0081685,           0.0081685
                 187,              0.1278,            0.055463,           0.0088932,             0.54365,             0.31033,             0.30645,              0.1266,             0.11629,            0.037917,            0.013682,           0.0081586,           0.0081586,           0.0081586
                 188,             0.12799,            0.056386,            0.009076,              0.5539,             0.30877,             0.30683,             0.12695,             0.11627,            0.037905,            0.013668,           0.0081487,           0.0081487,           0.0081487
                 189,             0.12755,             0.05599,           0.0093885,             0.54431,             0.31182,             0.30803,             0.12715,             0.11625,            0.037932,            0.013661,           0.0081388,           0.0081388,           0.0081388
                 190,             0.12811,            0.055188,           0.0091236,             0.56518,             0.30679,             0.30839,             0.12715,             0.11623,            0.037919,            0.013662,           0.0081289,           0.0081289,           0.0081289
                 191,             0.12802,            0.056753,           0.0099374,             0.55327,             0.31046,             0.30888,             0.12741,             0.11621,            0.037938,            0.013653,            0.008119,            0.008119,            0.008119
                 192,             0.12793,              0.0557,           0.0089518,             0.54589,             0.31291,             0.30943,             0.12771,             0.11619,            0.037941,            0.013645,           0.0081091,           0.0081091,           0.0081091
                 193,             0.12771,            0.055951,            0.009027,             0.56237,             0.30847,             0.30938,             0.12793,             0.11616,             0.03796,            0.013634,           0.0080992,           0.0080992,           0.0080992
                 194,             0.12812,            0.055349,           0.0087606,             0.55029,             0.31269,             0.31011,             0.12808,             0.11614,             0.03795,            0.013626,           0.0080893,           0.0080893,           0.0080893
                 195,             0.12846,            0.055907,           0.0094766,             0.56127,             0.30903,             0.30946,             0.12796,             0.11612,            0.037947,            0.013609,           0.0080794,           0.0080794,           0.0080794
                 196,             0.12776,            0.055272,           0.0090113,             0.55792,               0.309,             0.30923,             0.12806,             0.11611,            0.037954,            0.013602,           0.0080695,           0.0080695,           0.0080695
                 197,             0.12795,            0.055804,            0.008897,             0.55802,             0.30883,             0.30985,             0.12822,             0.11609,            0.037975,            0.013599,           0.0080596,           0.0080596,           0.0080596
                 198,             0.12771,            0.054767,           0.0089432,             0.56102,              0.3086,             0.30998,             0.12843,             0.11607,            0.037995,            0.013601,           0.0080497,           0.0080497,           0.0080497
                 199,             0.12773,            0.055382,           0.0089499,             0.55037,             0.31238,              0.3105,             0.12823,             0.11605,            0.037967,            0.013596,           0.0080398,           0.0080398,           0.0080398
                 200,             0.12769,            0.055557,           0.0087383,             0.54664,             0.31358,             0.31099,             0.12882,             0.11603,            0.037968,             0.01359,           0.0080299,           0.0080299,           0.0080299
                 201,             0.12821,            0.055223,           0.0093568,             0.55395,             0.31209,             0.31081,             0.12874,             0.11601,            0.037993,            0.013579,             0.00802,             0.00802,             0.00802
                 202,             0.12748,            0.056139,           0.0087886,             0.55253,             0.31261,             0.31064,             0.12877,             0.11599,            0.038007,            0.013582,           0.0080101,           0.0080101,           0.0080101
                 203,             0.12745,            0.054831,           0.0088263,             0.55203,              0.3139,             0.31138,             0.12945,             0.11597,             0.03802,            0.013584,           0.0080002,           0.0080002,           0.0080002
                 204,             0.12735,             0.05593,            0.009434,             0.55733,             0.31317,             0.31156,              0.1295,             0.11596,            0.038032,            0.013594,           0.0079903,           0.0079903,           0.0079903
                 205,             0.12816,            0.056209,           0.0094922,             0.54544,              0.3154,             0.31164,             0.12974,             0.11594,            0.038015,            0.013593,           0.0079804,           0.0079804,           0.0079804
                 206,             0.12778,            0.056052,           0.0088003,             0.53088,             0.32067,             0.31221,             0.12985,             0.11593,            0.038041,            0.013589,           0.0079705,           0.0079705,           0.0079705
                 207,             0.12782,            0.055168,           0.0092651,             0.53705,             0.31989,             0.31236,             0.13024,              0.1159,            0.038054,            0.013582,           0.0079606,           0.0079606,           0.0079606
                 208,             0.12738,            0.055719,           0.0089237,             0.53794,             0.31935,             0.31234,             0.13036,             0.11588,            0.038061,             0.01356,           0.0079507,           0.0079507,           0.0079507
                 209,             0.12774,            0.055295,           0.0089656,             0.54278,             0.31957,             0.31388,             0.13062,             0.11585,            0.038054,             0.01354,           0.0079408,           0.0079408,           0.0079408
                 210,             0.12732,            0.055982,           0.0089756,             0.54382,             0.31997,             0.31428,             0.13061,             0.11583,            0.038061,            0.013523,           0.0079309,           0.0079309,           0.0079309
                 211,             0.12734,            0.055843,            0.009164,             0.55048,             0.31832,              0.3147,             0.13097,             0.11581,            0.038101,            0.013513,            0.007921,            0.007921,            0.007921
                 212,             0.12743,            0.055156,           0.0088839,             0.54961,             0.31798,             0.31462,             0.13122,              0.1158,            0.038091,            0.013502,           0.0079111,           0.0079111,           0.0079111
                 213,             0.12803,            0.055845,            0.008917,              0.5441,             0.31911,             0.31407,             0.13121,             0.11577,            0.038089,            0.013499,           0.0079012,           0.0079012,           0.0079012
                 214,             0.12792,            0.055483,            0.008543,             0.54472,             0.31923,             0.31494,              0.1314,             0.11575,            0.038098,            0.013498,           0.0078913,           0.0078913,           0.0078913
                 215,             0.12748,            0.055155,           0.0085522,              0.5457,             0.31925,             0.31556,             0.13136,             0.11573,            0.038101,             0.01349,           0.0078814,           0.0078814,           0.0078814
                 216,             0.12804,            0.055788,           0.0097219,             0.54204,             0.31955,             0.31482,             0.13147,              0.1157,            0.038109,            0.013487,           0.0078715,           0.0078715,           0.0078715
                 217,             0.12772,            0.055559,           0.0093323,             0.55352,              0.3158,             0.31513,             0.13131,             0.11568,            0.038115,            0.013465,           0.0078616,           0.0078616,           0.0078616
                 218,             0.12773,            0.056037,           0.0086845,              0.5361,             0.32104,             0.31529,             0.13186,             0.11566,            0.038138,            0.013447,           0.0078517,           0.0078517,           0.0078517
                 219,             0.12761,            0.055669,           0.0087931,             0.54226,             0.31789,             0.31487,             0.13204,             0.11563,            0.038149,            0.013436,           0.0078418,           0.0078418,           0.0078418
                 220,             0.12755,            0.055617,           0.0088934,             0.54676,             0.31711,             0.31532,              0.1321,             0.11561,            0.038147,             0.01342,           0.0078319,           0.0078319,           0.0078319
                 221,             0.12766,            0.056118,           0.0087414,             0.55783,             0.31474,             0.31588,             0.13259,             0.11559,            0.038131,            0.013406,            0.007822,            0.007822,            0.007822
                 222,             0.12778,            0.056193,           0.0086344,             0.55513,             0.31624,             0.31583,             0.13275,             0.11557,            0.038141,            0.013395,           0.0078121,           0.0078121,           0.0078121
                 223,             0.12733,            0.055615,           0.0087371,             0.56365,             0.31385,             0.31655,             0.13272,             0.11555,            0.038153,            0.013393,           0.0078022,           0.0078022,           0.0078022
                 224,             0.12759,            0.055119,           0.0086369,             0.55708,             0.31627,              0.3176,             0.13297,             0.11553,            0.038162,             0.01338,           0.0077923,           0.0077923,           0.0077923
                 225,             0.12787,            0.055658,           0.0094981,             0.54271,             0.31995,             0.31725,             0.13305,             0.11551,            0.038139,            0.013375,           0.0077824,           0.0077824,           0.0077824
                 226,             0.12745,            0.055221,           0.0093132,             0.55518,             0.31823,             0.31785,             0.13295,              0.1155,            0.038137,            0.013375,           0.0077725,           0.0077725,           0.0077725
                 227,             0.12789,            0.056156,           0.0088365,             0.55583,             0.31785,              0.3179,             0.13318,             0.11547,            0.038158,            0.013365,           0.0077626,           0.0077626,           0.0077626
                 228,             0.12759,            0.055235,           0.0088105,             0.54797,             0.32025,             0.31837,             0.13282,             0.11545,            0.038164,            0.013362,           0.0077527,           0.0077527,           0.0077527
                 229,             0.12741,            0.055676,           0.0085241,              0.5491,             0.32095,             0.31867,             0.13299,             0.11543,            0.038181,            0.013356,           0.0077428,           0.0077428,           0.0077428
                 230,              0.1272,            0.056403,           0.0084057,             0.55439,             0.31998,             0.31894,             0.13328,             0.11541,            0.038188,            0.013357,           0.0077329,           0.0077329,           0.0077329
                 231,              0.1279,             0.05624,           0.0084639,             0.55497,             0.31926,             0.31844,             0.13332,              0.1154,            0.038196,            0.013359,            0.007723,            0.007723,            0.007723
                 232,             0.12711,            0.055653,            0.008654,             0.51742,             0.33235,             0.31921,             0.13377,             0.11537,            0.038212,            0.013343,           0.0077131,           0.0077131,           0.0077131
                 233,             0.12788,            0.055744,           0.0086476,             0.52124,             0.33088,             0.31916,             0.13355,             0.11535,            0.038203,            0.013339,           0.0077032,           0.0077032,           0.0077032
                 234,             0.12729,            0.055836,           0.0085818,             0.54262,             0.32433,             0.31951,             0.13354,             0.11533,            0.038218,            0.013325,           0.0076933,           0.0076933,           0.0076933
                 235,             0.12746,            0.056192,            0.008538,             0.56516,             0.31858,             0.32053,             0.13376,             0.11531,            0.038211,            0.013315,           0.0076834,           0.0076834,           0.0076834
                 236,             0.12743,            0.055956,           0.0085278,             0.56694,             0.31754,             0.32043,             0.13388,             0.11529,            0.038228,            0.013308,           0.0076735,           0.0076735,           0.0076735
                 237,             0.12685,            0.056543,           0.0085346,             0.55337,             0.32134,             0.32045,             0.13412,             0.11527,            0.038222,            0.013297,           0.0076636,           0.0076636,           0.0076636
                 238,             0.12743,            0.055149,           0.0085802,             0.54974,             0.32313,             0.32063,             0.13441,             0.11525,             0.03824,            0.013296,           0.0076537,           0.0076537,           0.0076537
                 239,              0.1273,            0.055902,           0.0085411,             0.55079,              0.3224,             0.32103,             0.13446,             0.11523,            0.038269,            0.013289,           0.0076438,           0.0076438,           0.0076438
                 240,             0.12733,            0.055407,           0.0086679,             0.55057,             0.32292,             0.32107,             0.13446,             0.11521,            0.038244,            0.013288,           0.0076339,           0.0076339,           0.0076339
                 241,             0.12781,            0.055178,           0.0084799,             0.54631,             0.32573,             0.32241,             0.13482,              0.1152,            0.038256,            0.013301,            0.007624,            0.007624,            0.007624
                 242,             0.12759,            0.055507,           0.0084736,             0.54763,              0.3259,             0.32268,             0.13528,             0.11518,            0.038252,            0.013305,           0.0076141,           0.0076141,           0.0076141
                 243,             0.12761,            0.055153,           0.0084527,             0.55464,             0.32358,              0.3229,             0.13524,             0.11516,            0.038266,            0.013299,           0.0076042,           0.0076042,           0.0076042
                 244,             0.12742,            0.055953,           0.0088221,             0.55614,             0.32254,             0.32271,             0.13527,             0.11515,            0.038289,            0.013301,           0.0075943,           0.0075943,           0.0075943
                 245,             0.12736,            0.055804,           0.0090807,             0.55359,             0.32543,             0.32334,             0.13519,             0.11513,            0.038296,            0.013307,           0.0075844,           0.0075844,           0.0075844
                 246,             0.12756,            0.055796,           0.0086386,             0.55271,             0.32606,             0.32377,             0.13557,             0.11512,            0.038305,            0.013298,           0.0075745,           0.0075745,           0.0075745
                 247,              0.1277,            0.055702,           0.0085654,             0.54969,              0.3272,              0.3237,             0.13557,              0.1151,            0.038285,            0.013292,           0.0075646,           0.0075646,           0.0075646
                 248,             0.12721,            0.055656,           0.0084654,             0.55665,             0.32543,             0.32429,             0.13597,             0.11508,            0.038303,            0.013294,           0.0075547,           0.0075547,           0.0075547
                 249,             0.12747,            0.055562,           0.0086233,              0.5405,             0.33077,             0.32438,             0.13604,             0.11506,            0.038301,            0.013293,           0.0075448,           0.0075448,           0.0075448
                 250,             0.12761,            0.055737,           0.0092912,             0.54443,                0.33,             0.32445,             0.13613,             0.11504,             0.03832,            0.013283,           0.0075349,           0.0075349,           0.0075349
                 251,              0.1278,            0.055816,           0.0090009,             0.56274,             0.32416,             0.32422,             0.13615,             0.11503,            0.038315,            0.013276,            0.007525,            0.007525,            0.007525
                 252,             0.12752,            0.056137,           0.0086457,             0.54888,              0.3297,             0.32449,             0.13631,             0.11501,            0.038329,            0.013268,           0.0075151,           0.0075151,           0.0075151
                 253,             0.12677,            0.055156,           0.0085573,             0.55818,             0.32561,             0.32443,             0.13647,               0.115,            0.038326,            0.013275,           0.0075052,           0.0075052,           0.0075052
                 254,             0.12761,            0.055981,           0.0084462,             0.56353,             0.32556,             0.32544,             0.13642,             0.11498,            0.038347,            0.013271,           0.0074953,           0.0074953,           0.0074953
                 255,             0.12731,            0.055933,           0.0084058,             0.55584,             0.32876,             0.32596,             0.13695,             0.11497,            0.038332,             0.01327,           0.0074854,           0.0074854,           0.0074854
                 256,             0.12738,            0.055744,           0.0090369,             0.56178,             0.32658,             0.32607,             0.13706,             0.11495,            0.038317,            0.013262,           0.0074755,           0.0074755,           0.0074755
                 257,             0.12696,            0.055881,           0.0084427,             0.55843,             0.32738,             0.32621,             0.13703,             0.11493,            0.038337,            0.013267,           0.0074656,           0.0074656,           0.0074656
                 258,             0.12724,            0.055512,           0.0084231,             0.56903,             0.32393,             0.32634,             0.13714,             0.11491,            0.038319,            0.013265,           0.0074557,           0.0074557,           0.0074557
                 259,             0.12725,            0.055547,           0.0084981,             0.55123,             0.32981,             0.32714,             0.13724,              0.1149,            0.038342,            0.013254,           0.0074458,           0.0074458,           0.0074458
                 260,             0.12763,            0.055238,           0.0084151,             0.56576,             0.32561,             0.32678,             0.13729,             0.11488,            0.038342,             0.01326,           0.0074359,           0.0074359,           0.0074359
                 261,             0.12698,             0.05566,           0.0081758,             0.57128,             0.32326,             0.32717,             0.13732,             0.11486,            0.038338,            0.013261,            0.007426,            0.007426,            0.007426
                 262,             0.12753,             0.05526,            0.008378,             0.56313,             0.32594,             0.32778,             0.13776,             0.11484,            0.038339,            0.013252,           0.0074161,           0.0074161,           0.0074161
                 263,             0.12779,            0.055336,           0.0085318,             0.57715,             0.32098,             0.32743,              0.1379,             0.11482,            0.038356,            0.013248,           0.0074062,           0.0074062,           0.0074062
                 264,             0.12728,            0.056041,           0.0084437,             0.58208,             0.31935,             0.32737,             0.13791,             0.11481,            0.038358,            0.013251,           0.0073963,           0.0073963,           0.0073963
                 265,              0.1271,            0.055289,           0.0086294,              0.5812,             0.31969,             0.32773,             0.13802,             0.11479,            0.038378,            0.013252,           0.0073864,           0.0073864,           0.0073864
                 266,             0.12768,            0.055134,           0.0085436,             0.54612,             0.33088,             0.32808,             0.13799,             0.11478,            0.038355,            0.013268,           0.0073765,           0.0073765,           0.0073765
                 267,             0.12719,            0.056223,           0.0085045,             0.55247,             0.32931,             0.32847,             0.13823,             0.11476,            0.038371,            0.013276,           0.0073666,           0.0073666,           0.0073666
                 268,             0.12745,            0.055727,           0.0082921,             0.54557,             0.33159,             0.32835,             0.13833,             0.11475,            0.038389,            0.013284,           0.0073567,           0.0073567,           0.0073567
                 269,             0.12717,            0.055216,           0.0082427,             0.54445,             0.33183,             0.32839,             0.13854,             0.11473,            0.038388,            0.013287,           0.0073468,           0.0073468,           0.0073468
                 270,             0.12742,             0.05538,           0.0084011,             0.54276,             0.33216,             0.32853,             0.13844,             0.11471,            0.038396,            0.013284,           0.0073369,           0.0073369,           0.0073369
                 271,             0.12737,            0.054617,           0.0082091,             0.55403,             0.32838,             0.32864,             0.13862,             0.11469,            0.038411,             0.01329,            0.007327,            0.007327,            0.007327
                 272,             0.12674,             0.05542,           0.0086032,             0.58906,             0.31908,             0.32941,             0.13888,             0.11467,            0.038414,            0.013282,           0.0073171,           0.0073171,           0.0073171
                 273,             0.12726,            0.055201,           0.0083315,             0.55465,              0.3298,             0.32969,             0.13865,             0.11466,            0.038425,            0.013278,           0.0073072,           0.0073072,           0.0073072
                 274,             0.12699,            0.055648,           0.0085516,             0.57708,             0.32251,             0.32959,             0.13885,             0.11464,            0.038435,            0.013287,           0.0072973,           0.0072973,           0.0072973
                 275,             0.12702,            0.055509,            0.008361,             0.58246,             0.32058,             0.32881,             0.13888,             0.11463,            0.038413,            0.013282,           0.0072874,           0.0072874,           0.0072874
                 276,             0.12744,            0.055481,           0.0086032,             0.58322,             0.32132,             0.32945,              0.1389,             0.11461,            0.038417,            0.013273,           0.0072775,           0.0072775,           0.0072775
                 277,             0.12722,            0.055461,           0.0082506,             0.54223,             0.33412,             0.32925,             0.13851,              0.1146,            0.038428,            0.013274,           0.0072676,           0.0072676,           0.0072676
                 278,             0.12685,            0.056219,           0.0086647,             0.56518,             0.32814,             0.32957,             0.13894,             0.11459,            0.038432,            0.013271,           0.0072577,           0.0072577,           0.0072577
                 279,             0.12857,            0.055925,             0.01148,             0.53849,             0.33663,             0.32971,             0.13899,             0.11457,            0.038443,            0.013242,           0.0072478,           0.0072478,           0.0072478
                 280,             0.12739,            0.055587,           0.0088861,             0.55336,             0.33163,             0.32942,              0.1388,             0.11456,            0.038443,             0.01323,           0.0072379,           0.0072379,           0.0072379
                 281,             0.12739,            0.056056,            0.008276,             0.55514,               0.331,             0.32957,             0.13884,             0.11454,             0.03845,            0.013216,            0.007228,            0.007228,            0.007228
                 282,             0.12694,            0.055936,           0.0088015,              0.5528,             0.33137,             0.32933,             0.13881,             0.11453,            0.038473,            0.013211,           0.0072181,           0.0072181,           0.0072181
                 283,             0.12728,            0.054857,           0.0086986,             0.56437,             0.32857,             0.32929,             0.13929,             0.11451,            0.038476,            0.013203,           0.0072082,           0.0072082,           0.0072082
                 284,             0.12737,            0.055999,           0.0083098,             0.55496,             0.33179,             0.32934,             0.13928,             0.11451,            0.038483,            0.013198,           0.0071983,           0.0071983,           0.0071983
                 285,             0.12737,            0.055335,            0.008535,             0.55341,             0.33211,             0.32931,             0.13955,             0.11449,            0.038493,            0.013191,           0.0071884,           0.0071884,           0.0071884
                 286,             0.12716,             0.05535,            0.008392,             0.55629,             0.33162,                0.33,             0.13952,             0.11447,            0.038493,            0.013179,           0.0071785,           0.0071785,           0.0071785
                 287,             0.12697,            0.054939,           0.0084177,             0.57725,             0.32556,             0.33053,             0.13944,             0.11446,            0.038537,            0.013185,           0.0071686,           0.0071686,           0.0071686
                 288,              0.1275,             0.05545,           0.0081951,             0.56541,             0.32856,             0.33033,             0.13935,             0.11445,            0.038505,            0.013187,           0.0071587,           0.0071587,           0.0071587
                 289,             0.12724,            0.055506,           0.0083534,             0.57013,             0.32782,              0.3305,             0.13963,             0.11444,            0.038526,            0.013183,           0.0071488,           0.0071488,           0.0071488
                 290,             0.12693,            0.055287,           0.0085438,             0.56186,             0.33025,             0.33062,             0.13981,             0.11442,            0.038514,            0.013183,           0.0071389,           0.0071389,           0.0071389
                 291,             0.12822,            0.056026,            0.010075,             0.55227,             0.33368,              0.3311,             0.13982,             0.11441,            0.038539,            0.013169,            0.007129,            0.007129,            0.007129
                 292,             0.12741,            0.055941,            0.008809,             0.54918,             0.33465,             0.33012,             0.13943,             0.11441,            0.038585,            0.013173,           0.0071191,           0.0071191,           0.0071191
                 293,             0.12701,            0.055533,           0.0085227,             0.54949,             0.33501,             0.33067,             0.13969,              0.1144,            0.038595,            0.013173,           0.0071092,           0.0071092,           0.0071092
                 294,             0.12715,            0.056047,           0.0084376,              0.5522,             0.33369,             0.33089,             0.13964,             0.11439,            0.038598,            0.013168,           0.0070993,           0.0070993,           0.0070993
                 295,             0.12711,            0.055698,           0.0083948,              0.5525,             0.33343,             0.33057,             0.13991,             0.11437,            0.038608,            0.013155,           0.0070894,           0.0070894,           0.0070894
                 296,             0.12725,            0.054687,           0.0082857,             0.54751,             0.33556,             0.33126,             0.14012,             0.11437,            0.038631,            0.013155,           0.0070795,           0.0070795,           0.0070795
                 297,             0.12711,             0.05546,           0.0081823,              0.5717,              0.3284,             0.33166,             0.14019,             0.11436,            0.038619,            0.013151,           0.0070696,           0.0070696,           0.0070696
                 298,             0.12701,            0.054557,           0.0083595,             0.54903,             0.33559,               0.332,             0.14047,             0.11434,            0.038605,            0.013134,           0.0070597,           0.0070597,           0.0070597
                 299,             0.12756,            0.055491,           0.0082427,             0.57106,             0.32799,             0.33147,             0.14056,             0.11432,             0.03864,            0.013122,           0.0070498,           0.0070498,           0.0070498
                 300,             0.12696,            0.055781,            0.008428,              0.5713,             0.32899,             0.33198,             0.14091,             0.11431,            0.038649,            0.013111,           0.0070399,           0.0070399,           0.0070399
                 301,             0.12695,            0.054787,           0.0081998,             0.54236,             0.33861,             0.33185,             0.14077,              0.1143,            0.038648,            0.013103,             0.00703,             0.00703,             0.00703
                 302,             0.12752,            0.055216,           0.0084261,             0.54806,             0.33635,             0.33149,             0.14075,             0.11429,             0.03866,            0.013092,           0.0070201,           0.0070201,           0.0070201
                 303,             0.12704,            0.055238,           0.0083688,             0.55471,             0.33414,             0.33147,             0.14098,             0.11428,            0.038651,            0.013082,           0.0070102,           0.0070102,           0.0070102
                 304,             0.12716,            0.056018,           0.0081999,              0.5581,             0.33473,             0.33186,             0.14093,             0.11427,            0.038653,            0.013066,           0.0070003,           0.0070003,           0.0070003
                 305,             0.12684,            0.055673,           0.0083243,             0.56415,             0.33194,             0.33169,             0.14108,             0.11426,            0.038649,            0.013058,           0.0069904,           0.0069904,           0.0069904
                 306,             0.12716,             0.05569,           0.0081804,             0.55381,             0.33582,             0.33271,             0.14135,             0.11424,            0.038652,            0.013048,           0.0069805,           0.0069805,           0.0069805
                 307,             0.12775,            0.055608,           0.0095503,             0.55104,              0.3377,             0.33244,             0.14143,             0.11423,            0.038666,            0.013025,           0.0069706,           0.0069706,           0.0069706
                 308,             0.12746,            0.055589,           0.0085183,             0.55495,             0.33662,              0.3326,             0.14165,             0.11423,            0.038679,            0.013013,           0.0069607,           0.0069607,           0.0069607
                 309,             0.12735,            0.055218,           0.0081669,             0.56289,             0.33406,             0.33258,             0.14173,             0.11422,            0.038682,            0.013006,           0.0069508,           0.0069508,           0.0069508
                 310,             0.12696,            0.055339,           0.0083192,             0.55108,             0.33757,             0.33249,             0.14208,              0.1142,            0.038668,            0.012996,           0.0069409,           0.0069409,           0.0069409
                 311,             0.12687,            0.055833,           0.0079738,             0.54815,             0.33773,             0.33204,             0.14232,             0.11419,            0.038665,            0.012987,            0.006931,            0.006931,            0.006931
                 312,             0.12689,            0.056027,           0.0081902,             0.54435,             0.33859,              0.3315,             0.14201,             0.11418,            0.038697,            0.012988,           0.0069211,           0.0069211,           0.0069211
                 313,             0.12726,            0.055985,           0.0080801,             0.54253,             0.34034,             0.33215,             0.14234,             0.11417,            0.038675,            0.012985,           0.0069112,           0.0069112,           0.0069112
                 314,              0.1271,            0.055372,             0.00814,             0.54468,             0.33951,             0.33226,             0.14238,             0.11416,            0.038703,            0.012976,           0.0069013,           0.0069013,           0.0069013
                 315,             0.12679,            0.055543,           0.0082919,             0.54038,             0.34116,             0.33238,             0.14251,             0.11414,            0.038704,            0.012973,           0.0068914,           0.0068914,           0.0068914
                 316,             0.12701,            0.055631,           0.0080176,             0.54119,             0.34105,             0.33239,             0.14246,             0.11413,              0.0387,            0.012963,           0.0068815,           0.0068815,           0.0068815
                 317,             0.12705,            0.054772,           0.0080672,             0.56723,             0.33304,             0.33271,              0.1426,             0.11412,            0.038722,            0.012951,           0.0068716,           0.0068716,           0.0068716
                 318,             0.12691,            0.055419,           0.0080461,              0.5568,             0.33628,             0.33329,             0.14275,             0.11411,            0.038723,            0.012944,           0.0068617,           0.0068617,           0.0068617
                 319,             0.12651,            0.054876,           0.0080863,             0.55653,             0.33745,             0.33366,             0.14302,              0.1141,            0.038712,            0.012947,           0.0068518,           0.0068518,           0.0068518
                 320,             0.12706,            0.055653,           0.0079109,              0.5508,             0.33932,             0.33398,             0.14309,             0.11408,            0.038733,            0.012942,           0.0068419,           0.0068419,           0.0068419
                 321,             0.12712,            0.055719,           0.0090587,             0.54028,             0.34311,             0.33398,             0.14297,             0.11407,            0.038723,            0.012932,            0.006832,            0.006832,            0.006832
